adv_pred_cw_l2,adv_pred_cw_linf,adv_pred_fgsm_l2,adv_pred_fgsm_linf,adv_pred_l2,adv_pred_linf,alpha_star,attack_results,chamfer_clean_adv,clean_margin,clean_pred,dropout_star,eps_star_cw_l2,eps_star_cw_linf,eps_star_fgsm_l2,eps_star_fgsm_linf,eps_star_l2,eps_star_linf,jitter_std_star,mean_permutation_topology_distance,permutation_accuracy,permutation_confidence_drop,permutation_margin_drop,rot_deg_star,sample_id,trans_x_star,trans_y_star,trans_z_star,true_label
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.576171875, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.571178436279297,1,,,,,0.576171875,,0.6162109375,,10.948675868056739,1.0,0.0,0.0,,60,,,,1
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.825002670288086,2,,,,,,,,,10.563039477681503,1.0,0.0,0.0,,61,,,,2
,,1,1,1,1,,"{'fgsm': {'linf': {'eps_star': 0.380859375, 'adv_pred': 1, 'metadata': {}}, 'l2': {'eps_star': 0.8291015625, 'adv_pred': 1, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,9.963543891906738,0,,,,0.8291015625,0.380859375,0.75,0.3837890625,,6.469425634753017,1.0,0.0,0.0,,62,,,,0
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.6162109375, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.851557731628418,1,,,,,0.6162109375,,0.625,,10.311817560759721,1.0,0.0,0.0,,63,,,,1
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.5810546875, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.715412139892578,1,,,,,0.5810546875,,0.6259765625,,10.982788520773902,1.0,0.0,0.0,,64,,,,1
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.5302734375, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.607673645019531,1,,,,,0.5302734375,,0.6728515625,,10.919389519816528,1.0,0.0,0.0,,65,,,,1
,,,1,1,1,,"{'fgsm': {'linf': {'eps_star': 0.4033203125, 'adv_pred': 1, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,9.971210479736328,0,,,,,0.4033203125,0.8916015625,0.375,,5.613603565721077,1.0,0.0,0.0,,66,,,,0
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,12.020559310913086,2,,,,,,,,,10.62985061105104,1.0,0.0,0.0,,67,,,,2
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,12.012859344482422,2,,,,,,,,,10.887024554439387,1.0,0.0,0.0,,68,,,,2
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.5400390625, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.745989799499512,1,,,,,0.5400390625,,0.6376953125,,11.213128444021743,1.0,0.0,0.0,,69,,,,1
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.6015625, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.63279914855957,1,,,,,0.6015625,,0.6240234375,,10.40190118927754,1.0,0.0,0.0,,70,,,,1
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.967778205871582,2,,,,,,,,,10.70703124571506,1.0,0.0,0.0,,71,,,,2
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.826037406921387,2,,,,,,,,,10.824103854497965,1.0,0.0,0.0,,72,,,,2
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.5771484375, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.73418140411377,1,,,,,0.5771484375,,0.6201171875,,11.160897411225973,1.0,0.0,0.0,,73,,,,1
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.827913284301758,2,,,,,,,,,10.648163267788497,1.0,0.0,0.0,,74,,,,2
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.968031883239746,2,,,,,,,,,10.606128577240932,1.0,0.0,0.0,,75,,,,2
,,1,1,1,1,,"{'fgsm': {'linf': {'eps_star': 0.421875, 'adv_pred': 1, 'metadata': {}}, 'l2': {'eps_star': 0.734375, 'adv_pred': 1, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,9.97966194152832,0,,,,0.734375,0.421875,0.798828125,0.373046875,,7.126999031980034,1.0,0.0,0.0,,76,,,,0
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,12.26382064819336,2,,,,,,,,,10.743486503197131,1.0,0.0,0.0,,77,,,,2
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.609319686889648,2,,,,,,,,,10.615269597284636,1.0,0.0,0.0,,78,,,,2
,,1,1,1,1,,"{'fgsm': {'linf': {'eps_star': 0.3955078125, 'adv_pred': 1, 'metadata': {}}, 'l2': {'eps_star': 0.828125, 'adv_pred': 1, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,9.943718910217285,0,,,,0.828125,0.3955078125,0.802734375,0.3837890625,,7.58428117398766,1.0,0.0,0.0,,79,,,,0
